Query_ID,BM25,Vetorial,Diferenca_BM25_menos_Vetorial,Diferenca_Absoluta
192,0.5929824561403508,0.5952380952380952,-0.0022556390977443996,0.0022556390977443996
3,0.6576236263736265,0.6555555555555557,0.0020680708180708107,0.0020680708180708107
87,0.0133682445720028,0.0154080913675477,-0.0020398467955448987,0.0020398467955448987
139,0.009077241305873,0.0070467864905289,0.0020304548153441005,0.0020304548153441005
28,0.0051713317434416,0.0066657808486136,-0.0014944491051719997,0.0014944491051719997
102,0.3965658827920866,0.3950778941713672,0.001487988620719416,0.001487988620719416
199,0.1147879296337572,0.1155485410614759,-0.000760611427718702,0.000760611427718702
216,0.002770083102493,0.0021231422505307,0.0006469408519623001,0.0006469408519623001
117,0.0380747126436781,0.0375,0.0005747126436781019,0.0005747126436781019
124,0.0045054777639285,0.0042273735173821,0.0002781042465464,0.0002781042465464
135,0.6108610751993104,0.6110620384517444,-0.00020096325243401658,0.00020096325243401658
31,0.0009259259259259,0.0009451795841209,-1.9253658194999914e-05,1.9253658194999914e-05
152,0.011684838370057,0.0116960798169474,-1.1241446890400061e-05,1.1241446890400061e-05
93,0.5,0.5,0.0,0.0
44,0.0024876683294,0.0024876683294,0.0,0.0
13,0.007864374933384,0.007864374933384,0.0,0.0
22,0.0016666666666666,0.0016666666666666,0.0,0.0
150,0.8333333333333333,0.8333333333333333,0.0,0.0
119,1.0,1.0,0.0,0.0
182,0.5833333333333333,0.5833333333333333,0.0,0.0
172,0.6791666666666667,0.6791666666666667,0.0,0.0
